Location,Traffic Volume,Passenger Count,Noise Level,Average Speed,PM2.5 Level,AQI,Day of the Week,Time of the Day
Lajpat Nagar,1460.0,8760.0,23.36,36.0,87.6,262.0,Friday,Afternoon
Pitampura,1430.0,12870.0,22.88,36.0,71.5,143.0,Monday,Afternoon
Pitampura,1463.0,2926.0,21.945,36.0,87.78,175.0,Friday,Midnight
Saket,1757.0,24598.0,31.626,31.0,105.42,105.0,Thursday,Evening
Rohini,1879.0,16911.0,28.185,33.0,75.16,150.0,Sunday,Morning
Mayur Vihar,2564.7330928764654,15264.0,20.352,36.0,50.88,50.0,Wednesday,Afternoon
Mayur Vihar,1165.0,10485.0,20.97,35.0,46.6,46.0,Monday,Midnight
Connaught Place,2557.0,10530.0,17.55,36.0,70.2,70.0,Wednesday,Afternoon
Dwarka,528.0,1584.0,8.448,37.0,165.9120510894065,42.0,Tuesday,Afternoon
Pitampura,1534.0,9204.0,26.078,32.0,92.04,92.0,Sunday,Morning
Lajpat Nagar,4851.0,43659.0,77.616,13.0,388.08,1164.0,Saturday,Evening
Lajpat Nagar,2564.7330928764654,4825.0,82.025,10.0,386.0,1158.0,Friday,Morning
Chandni Chowk,4517.0,18068.0,67.755,12.0,316.19,948.0,Sunday,Evening
Chandni Chowk,1956.0,1956.0,35.208,32.0,78.24,234.0,Sunday,Morning
Lajpat Nagar,2190.0,28470.0,39.42,28.0,131.4,262.0,Tuesday,Evening
Vasant Kunj,2752.0,2752.0,44.032,26.0,192.64,577.0,Monday,Evening
Connaught Place,2268.0,11340.0,36.288,29.0,165.9120510894065,272.0,Sunday,Morning
Vasant Kunj,2494.0,27434.0,39.904,30.0,124.7,374.0,Wednesday,Evening
Rohini,1413.0,1413.0,22.608,35.0,70.65,211.0,Saturday,Midnight
Pitampura,1634.0,22876.0,29.412,31.0,81.7,245.0,Saturday,Afternoon
Dwarka,1870.0,13090.0,33.66,31.0,112.2,399.59022556390977,Saturday,Afternoon
Chandni Chowk,1365.0,19110.0,24.57,34.0,68.25,136.0,Thursday,Afternoon
Mayur Vihar,1160.0,8120.0,20.88,34.0,46.4,92.0,Monday,Midnight
Saket,3166.0,9498.0,53.822,23.0,189.96,379.0,Friday,Night
Pitampura,2195.0,8780.0,32.925,28.0,131.7,263.0,Wednesday,Evening
Dwarka,2711.0,2711.0,40.665,25.0,162.66,325.0,Thursday,Evening
Pitampura,3887.0,15548.0,69.966,17.0,272.09,544.0,Thursday,Night
Chandni Chowk,4495.0,44950.0,42.05930812030075,16.0,359.6,1078.0,Wednesday,Night
Dwarka,2317.0,30121.0,37.072,28.0,115.85,347.0,Sunday,Afternoon
Karol Bagh,3513.0,35130.0,59.721,18.0,165.9120510894065,491.0,Sunday,Evening
Connaught Place,1018.0,2036.0,16.288,34.0,50.9,152.0,Thursday,Midnight
Mayur Vihar,3825.0,22950.0,65.025,18.0,267.75,399.59022556390977,Thursday,Morning
Mayur Vihar,3712.0,33408.0,63.104,20.0,259.84,519.0,Monday,Night
Chandni Chowk,1048.0,3144.0,16.768,35.0,41.92,41.0,Tuesday,Midnight
Mayur Vihar,4534.0,45340.0,81.612,13.0,362.72,1088.0,Tuesday,Night
Lajpat Nagar,3241.0,25928.0,48.615,22.0,226.87,453.0,Monday,Morning
Mayur Vihar,4730.0,33110.0,70.95,12.0,165.9120510894065,756.0,Thursday,Afternoon
Lajpat Nagar,2875.0,14375.0,42.05930812030075,26.0,201.25,603.0,Thursday,Evening
Saket,4564.0,45640.0,73.024,12.0,365.12,730.0,Monday,Night
Karol Bagh,2115.0,23265.0,31.725,29.0,126.9,253.0,Saturday,Afternoon
Chandni Chowk,2564.7330928764654,1758.0,9.376,39.0,23.44,23.0,Wednesday,Midnight
Lajpat Nagar,4335.0,4335.0,42.05930812030075,14.0,303.45,910.0,Monday,Morning
Pitampura,4650.0,46500.0,69.75,26.61385840973997,325.5,976.0,Monday,Night
Mayur Vihar,588.0,588.0,9.996,38.0,29.4,29.0,Friday,Midnight
Connaught Place,1433.0,15360.0,25.794,35.0,71.65,214.0,Tuesday,Afternoon
Saket,506.0,3036.0,7.59,39.0,25.3,50.0,Saturday,Midnight
Chandni Chowk,2629.0,28919.0,44.693,26.0,184.03,368.0,Sunday,Afternoon
Saket,1374.0,9618.0,21.984,36.0,82.44,82.0,Monday,Afternoon
Chandni Chowk,3589.0,28712.0,57.424,17.0,215.34,646.0,Thursday,Night
Connaught Place,4640.0,18560.0,69.6,12.0,371.2,1113.0,Sunday,Evening
Chandni Chowk,4833.0,19953.552766085388,82.161,11.0,386.64,773.0,Friday,Morning
Pitampura,1363.0,2726.0,20.445,36.0,54.52,54.0,Sunday,Midnight
Chandni Chowk,4526.0,31682.0,67.89,10.0,362.08,724.0,Monday,Night
Dwarka,2040.0,6120.0,34.68,29.0,122.4,244.0,Sunday,Morning
Saket,3648.0,18240.0,54.72,18.0,255.36,766.0,Friday,Morning
Connaught Place,1206.0,14472.0,18.09,36.0,72.36,217.0,Friday,Afternoon
Lajpat Nagar,939.0,14085.0,15.024,40.0,46.95,140.0,Wednesday,Afternoon
Vasant Kunj,3122.0,46830.0,53.074,23.0,218.54,655.0,Sunday,Evening
Karol Bagh,2564.7330928764654,8400.0,11.9,37.0,35.0,70.0,Thursday,Midnight
Saket,3917.0,19953.552766085388,62.672,18.0,235.02,351.0,Monday,Morning
Pitampura,3937.0,31496.0,66.929,17.0,236.22,708.0,Thursday,Night
Saket,850.0,5100.0,13.6,40.0,42.5,127.0,Monday,Afternoon
Rohini,4626.0,4626.0,83.268,10.0,165.9120510894065,647.0,Thursday,Night
Rohini,663.0,7956.0,11.934,39.0,39.78,79.0,Tuesday,Midnight
Lajpat Nagar,595.0,7140.0,9.52,38.0,165.9120510894065,47.0,Friday,Afternoon
Pitampura,2259.0,29367.0,33.885,29.0,135.54,271.0,Monday,Evening
Saket,3225.0,3225.0,51.6,24.0,193.5,387.0,Friday,Morning
Dwarka,1229.0,6145.0,18.435,36.0,49.16,98.0,Thursday,Afternoon
Lajpat Nagar,2473.0,12365.0,42.041,29.0,98.92,197.0,Saturday,Afternoon
Karol Bagh,750.0,8250.0,13.5,40.0,37.5,37.0,Thursday,Afternoon
Saket,966.0,7728.0,14.49,39.0,38.64,38.0,Thursday,Afternoon
Mayur Vihar,1047.0,3141.0,16.752,35.0,62.82,188.0,Tuesday,Afternoon
Vasant Kunj,4465.0,13395.0,75.905,15.0,357.2,1071.0,Monday,Night
Pitampura,4902.0,63726.0,83.334,10.0,343.14,1029.0,Friday,Morning
Dwarka,3853.0,38530.0,69.354,17.0,269.71,809.0,Wednesday,Night
Connaught Place,1288.0,15456.0,23.184,34.0,77.28,154.0,Thursday,Midnight
Saket,2397.0,7191.0,40.749,30.0,143.82,399.59022556390977,Wednesday,Evening
Connaught Place,4981.0,54791.0,79.696,13.0,348.67,399.59022556390977,Wednesday,Morning
Rohini,645.0,3870.0,10.965,40.0,38.7,38.0,Monday,Afternoon
Lajpat Nagar,4549.0,19953.552766085388,81.882,12.0,318.43,636.0,Friday,Morning
Pitampura,1434.0,1434.0,25.812,35.0,86.04,86.0,Monday,Midnight
Karol Bagh,3110.0,43540.0,49.76,22.0,165.9120510894065,373.0,Friday,Morning
Pitampura,2690.0,8070.0,43.04,28.0,161.4,484.0,Wednesday,Evening
Rohini,699.0,3495.0,10.485,39.0,41.94,125.0,Saturday,Midnight
Mayur Vihar,1147.0,11470.0,19.499,35.0,165.9120510894065,206.0,Sunday,Midnight
Dwarka,1302.0,2604.0,20.832,36.0,65.1,130.0,Thursday,Midnight
Dwarka,2085.0,4170.0,35.445,29.0,125.1,250.0,Saturday,Morning
Rohini,1072.0,11792.0,18.224,34.0,53.6,160.0,Friday,Midnight
Connaught Place,1792.0,19953.552766085388,28.672,26.61385840973997,89.6,89.0,Wednesday,Evening
Vasant Kunj,1889.0,22668.0,30.224,32.0,75.56,226.0,Sunday,Morning
Karol Bagh,3365.0,19953.552766085388,60.57,24.0,235.55,471.0,Saturday,Night
Pitampura,3498.0,13992.0,62.964,21.0,244.86,734.0,Saturday,Night
Vasant Kunj,3957.0,23742.0,59.355,20.0,237.42,474.0,Sunday,Night
Karol Bagh,3306.0,42978.0,59.508,22.0,198.36,595.0,Friday,Evening
Lajpat Nagar,1775.0,24850.0,26.625,33.0,88.75,177.0,Wednesday,Evening
Rohini,1921.0,15368.0,32.657,31.0,115.26,115.0,Saturday,Morning
Vasant Kunj,3752.0,30016.0,63.784,20.0,262.64,525.0,Tuesday,Night
Chandni Chowk,4846.0,29076.0,82.382,11.0,387.68,1163.0,Friday,Morning
Lajpat Nagar,2750.0,35750.0,41.25,27.0,192.5,577.0,Saturday,Morning
Connaught Place,4978.0,19953.552766085388,84.626,10.0,398.24,796.0,Sunday,Night
Dwarka,733.0,10995.0,12.461,39.0,29.32,58.0,Friday,Afternoon
Pitampura,2169.0,2169.0,39.042,28.0,130.14,130.0,Sunday,Afternoon
Dwarka,1193.0,17895.0,21.474,34.0,47.72,95.0,Friday,Afternoon
Rohini,2776.0,2776.0,44.416,26.0,166.56,499.0,Thursday,Evening
Saket,1406.0,4218.0,22.496,36.0,70.3,70.0,Friday,Afternoon
Chandni Chowk,3991.0,35919.0,71.838,20.0,239.46,718.0,Thursday,Night
Chandni Chowk,3327.0,3327.0,59.886,24.0,199.62,598.0,Sunday,Night
Mayur Vihar,953.0,6671.0,16.201,39.0,165.9120510894065,142.0,Thursday,Afternoon
Chandni Chowk,3967.0,47604.0,67.439,26.61385840973997,165.9120510894065,555.0,Monday,Night
Saket,3806.0,57090.0,57.09,20.0,228.36,456.0,Saturday,Evening
Pitampura,3648.0,29184.0,58.368,26.61385840973997,218.88,437.0,Friday,Morning
Rohini,4885.0,15360.0,83.045,11.0,390.8,781.0,Tuesday,Night
Saket,4732.0,37856.0,75.712,11.0,378.56,399.59022556390977,Sunday,Evening
Chandni Chowk,4715.0,61295.0,70.725,10.0,330.05,351.0,Friday,Morning
Saket,538.0,4304.0,8.07,38.0,26.9,53.0,Wednesday,Afternoon
Connaught Place,1521.0,19773.0,22.815,33.0,60.84,60.0,Thursday,Evening
Dwarka,3715.0,33435.0,59.44,17.0,222.9,668.0,Saturday,Evening
Pitampura,845.0,7605.0,14.365,38.0,50.7,152.0,Thursday,Afternoon
Mayur Vihar,553.0,1659.0,9.954,39.0,27.65,55.0,Friday,Afternoon
Rohini,2564.7330928764654,21008.0,29.088,31.0,80.8,242.0,Tuesday,Evening
Karol Bagh,3698.0,51772.0,59.168,19.0,258.86,517.0,Thursday,Morning
Connaught Place,3588.0,53820.0,64.584,19.0,215.28,430.0,Friday,Evening
Mayur Vihar,1263.0,8841.0,20.208,36.0,75.78,151.0,Sunday,Midnight
Saket,3458.0,41496.0,51.87,22.0,207.48,414.0,Friday,Morning
Karol Bagh,1425.0,19950.0,21.375,34.0,71.25,142.0,Sunday,Midnight
Karol Bagh,3525.0,35250.0,52.875,19.0,246.75,740.0,Thursday,Morning
Chandni Chowk,997.0,4985.0,15.952,37.0,39.88,39.0,Thursday,Midnight
Mayur Vihar,4901.0,24505.0,78.416,26.61385840973997,343.07,399.59022556390977,Friday,Night
Rohini,1428.0,19953.552766085388,22.848,35.0,71.4,214.0,Thursday,Midnight
Chandni Chowk,693.0,2079.0,11.088,40.0,34.65,69.0,Friday,Afternoon
Saket,1293.0,14223.0,21.981,35.0,64.65,64.0,Tuesday,Afternoon
Mayur Vihar,3384.0,27072.0,60.912,23.0,236.88,473.0,Wednesday,Morning
Chandni Chowk,1261.0,11349.0,22.698,28.0,75.66,75.0,Sunday,Midnight
Vasant Kunj,1068.0,6408.0,19.224,34.0,53.4,160.0,Sunday,Midnight
Dwarka,4206.0,21030.0,71.502,16.0,336.48,1009.0,Tuesday,Night
Dwarka,1998.0,19953.552766085388,29.97,31.0,99.9,299.0,Sunday,Afternoon
Pitampura,658.0,1974.0,9.87,39.0,32.9,98.0,Sunday,Midnight
Mayur Vihar,4910.0,4910.0,73.65,10.0,392.8,785.0,Friday,Evening
Chandni Chowk,3867.0,38670.0,65.739,20.0,232.02,696.0,Wednesday,Night
Rohini,937.0,4685.0,14.992,37.0,56.22,168.0,Thursday,Midnight
Connaught Place,2638.0,21104.0,39.57,26.0,158.28,316.0,Sunday,Afternoon
Mayur Vihar,3124.0,6248.0,46.86,21.0,187.44,562.0,Wednesday,Morning
Rohini,4280.0,17120.0,72.76,15.0,299.6,599.0,Wednesday,Morning
Karol Bagh,1460.0,2920.0,21.9,35.0,87.6,262.0,Wednesday,Afternoon
Mayur Vihar,625.0,5000.0,10.625,37.0,31.25,31.0,Thursday,Afternoon
Pitampura,2766.0,35958.0,41.49,27.0,165.96,497.0,Saturday,Morning
Vasant Kunj,4221.0,21105.0,63.315,26.61385840973997,295.47,886.0,Wednesday,Night
Rohini,1459.0,18967.0,42.05930812030075,34.0,87.54,87.0,Monday,Afternoon
Vasant Kunj,3746.0,29968.0,56.19,17.0,262.22,524.0,Thursday,Night
Pitampura,2892.0,14460.0,43.38,26.0,165.9120510894065,399.59022556390977,Saturday,Morning
Connaught Place,799.0,4794.0,11.985,40.0,39.95,79.0,Friday,Afternoon
Vasant Kunj,2494.0,22446.0,42.398,30.0,124.7,249.0,Monday,Evening
Dwarka,583.0,19953.552766085388,8.745,39.0,34.98,34.0,Monday,Afternoon
Chandni Chowk,1408.0,16896.0,25.344,35.0,165.9120510894065,140.0,Sunday,Midnight
Connaught Place,2564.7330928764654,16887.0,20.784,34.0,77.94,233.0,Monday,Afternoon
Vasant Kunj,4478.0,62692.0,67.17,15.0,313.46,626.0,Wednesday,Morning
Vasant Kunj,3612.0,14448.0,65.016,20.0,216.72,433.0,Friday,Morning
Vasant Kunj,1317.0,18438.0,42.05930812030075,34.0,79.02,237.0,Friday,Midnight
Karol Bagh,1901.0,3802.0,28.515,28.0,76.04,152.0,Saturday,Morning
Karol Bagh,2564.7330928764654,8340.0,25.02,34.0,83.4,166.0,Monday,Midnight
Lajpat Nagar,2564.7330928764654,31040.0,58.2,20.0,271.6,814.0,Sunday,Afternoon
Karol Bagh,2727.0,21816.0,49.086,25.0,163.62,327.0,Thursday,Evening
Mayur Vihar,564.0,4512.0,9.024,40.0,28.2,56.0,Monday,Afternoon
Pitampura,1240.0,7440.0,22.32,34.0,62.0,124.0,Wednesday,Midnight
Connaught Place,1114.0,4456.0,17.824,26.61385840973997,44.56,133.0,Wednesday,Afternoon
Vasant Kunj,4456.0,17824.0,80.208,15.0,356.48,1069.0,Wednesday,Night
Pitampura,1152.0,13824.0,20.736,34.0,57.6,115.0,Thursday,Midnight
Vasant Kunj,3846.0,19230.0,61.536,17.0,269.22,538.0,Sunday,Evening
Saket,1118.0,14534.0,20.124,35.0,44.72,44.0,Tuesday,Afternoon
Pitampura,4191.0,46101.0,67.056,16.0,293.37,880.0,Saturday,Evening
Mayur Vihar,1006.0,12072.0,16.096,34.0,40.24,40.0,Sunday,Midnight
Pitampura,3463.0,17315.0,55.408,26.61385840973997,207.78,415.0,Thursday,Morning
Vasant Kunj,823.0,19953.552766085388,13.168,39.0,32.92,32.0,Friday,Afternoon
Connaught Place,1183.0,9464.0,18.928,35.0,70.98,141.0,Friday,Midnight
Connaught Place,516.0,516.0,8.256,39.0,30.96,61.0,Tuesday,Afternoon
Chandni Chowk,4525.0,36200.0,76.925,11.0,362.0,724.0,Tuesday,Night
Karol Bagh,991.0,8919.0,15.856,37.0,59.46,59.0,Friday,Midnight
Rohini,4839.0,9678.0,77.424,13.0,338.73,677.0,Thursday,Night
Karol Bagh,1082.0,9738.0,17.312,34.0,43.28,86.0,Monday,Afternoon
Karol Bagh,4544.0,27264.0,81.792,11.0,318.08,636.0,Monday,Night
Pitampura,2564.7330928764654,9691.0,14.977,26.61385840973997,44.05,44.0,Thursday,Afternoon
Lajpat Nagar,594.0,2970.0,41.804,40.0,29.7,29.0,Monday,Midnight
Saket,4479.0,8958.0,80.622,15.0,358.32,1074.0,Friday,Morning
Connaught Place,4769.0,28614.0,71.535,13.0,381.52,399.59022556390977,Saturday,Evening
Connaught Place,2220.0,26640.0,33.3,29.0,133.2,133.0,Friday,Evening
Pitampura,4852.0,9704.0,42.05930812030075,12.0,339.64,399.59022556390977,Friday,Morning
Lajpat Nagar,2363.0,33082.0,37.808,29.0,118.15,118.0,Tuesday,Evening
Rohini,1637.0,21281.0,27.829,33.0,98.22,294.0,Saturday,Afternoon
Lajpat Nagar,1107.0,13284.0,16.605,34.0,66.42,199.0,Thursday,Midnight
Karol Bagh,3225.0,9675.0,58.05,21.0,225.75,677.0,Thursday,Morning
Chandni Chowk,2594.0,23346.0,41.504,26.0,181.58,363.0,Friday,Morning
Vasant Kunj,690.0,10350.0,11.04,37.0,27.6,82.0,Friday,Afternoon
Saket,4081.0,8162.0,73.458,14.0,165.9120510894065,652.0,Wednesday,Night
Mayur Vihar,2727.0,27270.0,46.359,27.0,163.62,327.0,Thursday,Evening
Pitampura,1398.0,12582.0,20.97,36.0,83.88,167.0,Tuesday,Afternoon
Dwarka,3628.0,18140.0,58.048,20.0,165.9120510894065,435.0,Friday,Morning
Lajpat Nagar,2276.0,34140.0,34.14,30.0,113.8,341.0,Tuesday,Evening
Lajpat Nagar,4284.0,17136.0,64.26,14.0,342.72,399.59022556390977,Tuesday,Afternoon
Vasant Kunj,501.0,501.0,8.517,37.0,20.04,20.0,Wednesday,Midnight
Karol Bagh,957.0,10527.0,15.312,40.0,165.9120510894065,47.0,Monday,Midnight
Pitampura,1953.0,1953.0,31.248,33.0,165.9120510894065,195.0,Saturday,Morning
Dwarka,4396.0,48356.0,74.732,14.0,351.68,703.0,Friday,Night
Connaught Place,755.0,3020.0,12.835,39.0,45.3,90.0,Thursday,Afternoon
Connaught Place,2139.0,12834.0,36.363,30.0,106.95,320.0,Saturday,Morning
Lajpat Nagar,3652.0,14608.0,65.736,18.0,219.12,657.0,Thursday,Night
Lajpat Nagar,1545.0,23175.0,24.72,32.0,61.8,61.0,Sunday,Afternoon
Lajpat Nagar,3020.0,33220.0,51.34,23.0,211.4,422.0,Tuesday,Morning
Chandni Chowk,3190.0,6380.0,54.23,22.0,191.4,574.0,Friday,Morning
Vasant Kunj,1104.0,1104.0,18.768,35.0,55.2,165.0,Tuesday,Midnight
Saket,3723.0,14892.0,63.291,26.61385840973997,260.61,399.59022556390977,Monday,Night
Vasant Kunj,3629.0,10887.0,58.064,18.0,217.74,653.0,Friday,Night
Pitampura,3036.0,42504.0,45.54,24.0,212.52,637.0,Thursday,Night
Chandni Chowk,1626.0,22764.0,26.016,33.0,65.04,65.0,Thursday,Evening
Karol Bagh,3706.0,19953.552766085388,59.296,17.0,259.42,518.0,Monday,Night
Pitampura,504.0,3024.0,9.072,39.0,30.24,90.0,Monday,Afternoon
Saket,4824.0,38592.0,77.184,10.0,337.68,675.0,Wednesday,Night
Karol Bagh,3558.0,42696.0,64.044,19.0,165.9120510894065,747.0,Friday,Night
Rohini,3825.0,57375.0,68.85,20.0,229.5,688.0,Sunday,Evening
Connaught Place,2564.7330928764654,15918.0,45.101,26.0,159.18,318.0,Sunday,Afternoon
Rohini,2804.0,14020.0,50.472,25.0,196.28,588.0,Friday,Evening
Chandni Chowk,2564.7330928764654,15825.0,17.935,36.0,42.2,42.0,Sunday,Midnight
Pitampura,4031.0,52403.0,60.465,16.0,282.17,846.0,Thursday,Morning
Vasant Kunj,4728.0,42552.0,80.376,12.0,378.24,1134.0,Thursday,Night
Lajpat Nagar,941.0,5646.0,16.938,40.0,165.9120510894065,112.0,Saturday,Midnight
Chandni Chowk,2520.0,35280.0,45.36,26.0,176.4,529.0,Saturday,Afternoon
Chandni Chowk,2450.0,12250.0,36.75,28.0,147.0,294.0,Wednesday,Evening
Connaught Place,3508.0,15360.0,59.636,19.0,245.56,491.0,Saturday,Evening
Dwarka,1282.0,5128.0,19.23,36.0,64.1,128.0,Thursday,Midnight
Chandni Chowk,1708.0,22204.0,42.05930812030075,28.0,102.48,307.0,Saturday,Afternoon
Saket,2339.0,2339.0,39.763,28.0,93.56,280.0,Friday,Afternoon
Rohini,1742.0,5226.0,31.356,33.0,69.68,209.0,Sunday,Morning
Chandni Chowk,3584.0,53760.0,53.76,18.0,215.04,430.0,Monday,Afternoon
Rohini,3707.0,37070.0,55.605,18.0,222.42,667.0,Friday,Morning
Chandni Chowk,1375.0,5500.0,24.75,34.0,68.75,137.0,Monday,Midnight
Rohini,1397.0,18161.0,20.955,34.0,83.82,83.0,Wednesday,Midnight
Connaught Place,2564.7330928764654,37240.0,45.22,28.0,186.2,558.0,Thursday,Evening
Pitampura,4612.0,50732.0,83.016,11.0,322.84,645.0,Monday,Morning
Karol Bagh,4987.0,15360.0,79.792,10.0,349.09,698.0,Saturday,Afternoon
Saket,3037.0,33407.0,51.629,23.0,165.9120510894065,364.0,Friday,Evening
Mayur Vihar,2564.7330928764654,21086.0,27.574,33.0,64.88,194.0,Saturday,Afternoon
Chandni Chowk,4593.0,41337.0,73.488,10.0,321.51,643.0,Tuesday,Morning
Saket,1325.0,13250.0,41.804,34.0,66.25,198.0,Tuesday,Midnight
Vasant Kunj,1892.0,22704.0,28.38,33.0,113.52,113.0,Sunday,Afternoon
Rohini,4309.0,60326.0,73.253,26.61385840973997,301.63,904.0,Saturday,Night
Vasant Kunj,4648.0,51128.0,74.368,10.0,154.44,1115.0,Saturday,Night
Karol Bagh,1471.0,22065.0,25.007,35.0,73.55,147.0,Wednesday,Afternoon
Connaught Place,2983.0,23864.0,50.711,28.0,178.98,536.0,Saturday,Afternoon
Saket,1990.0,19900.0,35.82,26.61385840973997,119.4,119.0,Saturday,Morning
Chandni Chowk,1450.0,18850.0,21.75,34.0,72.5,217.0,Wednesday,Afternoon
Saket,885.0,5310.0,13.275,39.0,53.1,106.0,Saturday,Midnight
Saket,3220.0,19953.552766085388,48.3,22.0,193.2,579.0,Friday,Evening
Rohini,3732.0,52248.0,67.176,17.0,261.24,783.0,Monday,Night
Connaught Place,1066.0,4264.0,15.99,36.0,63.96,127.0,Monday,Afternoon
Connaught Place,1095.0,12045.0,16.425,34.0,65.7,131.0,Wednesday,Afternoon
Saket,2564.7330928764654,4037.0,72.666,15.0,282.59,565.0,Tuesday,Night
Mayur Vihar,2564.7330928764654,11706.0,70.236,19.0,273.14,546.0,Friday,Morning
Connaught Place,928.0,19953.552766085388,14.848,28.0,55.68,167.0,Friday,Midnight
Karol Bagh,682.0,682.0,12.276,39.0,34.1,102.0,Monday,Afternoon
Chandni Chowk,1733.0,13864.0,31.194,31.0,69.32,69.0,Sunday,Afternoon
Rohini,3848.0,15392.0,57.72,19.0,230.88,692.0,Friday,Evening
Saket,2062.0,8248.0,42.05930812030075,26.61385840973997,123.72,371.0,Wednesday,Evening
Lajpat Nagar,4055.0,48660.0,64.88,16.0,324.4,973.0,Sunday,Night
Mayur Vihar,4362.0,26172.0,78.516,14.0,348.96,399.59022556390977,Tuesday,Morning
Connaught Place,2655.0,2655.0,42.48,25.0,159.3,477.0,Monday,Evening
Pitampura,3148.0,31480.0,53.516,21.0,188.88,377.0,Friday,Afternoon
Dwarka,1120.0,7840.0,17.92,35.0,44.8,134.0,Friday,Afternoon
Lajpat Nagar,4383.0,26298.0,78.894,26.61385840973997,306.81,920.0,Monday,Morning
Vasant Kunj,633.0,633.0,11.394,37.0,154.44,75.0,Thursday,Midnight
Rohini,4670.0,32690.0,42.05930812030075,10.0,326.9,980.0,Friday,Morning
Mayur Vihar,2705.0,8115.0,45.985,25.0,165.9120510894065,378.0,Saturday,Morning
Connaught Place,1416.0,19824.0,22.656,34.0,70.8,212.0,Monday,Afternoon
Lajpat Nagar,848.0,19953.552766085388,12.72,38.0,50.88,152.0,Friday,Afternoon
Rohini,3262.0,29358.0,48.93,23.0,195.72,399.59022556390977,Thursday,Morning
Chandni Chowk,3632.0,54480.0,65.376,17.0,254.24,399.59022556390977,Monday,Morning
Chandni Chowk,2154.0,2154.0,34.464,29.0,86.16,172.0,Thursday,Evening
Chandni Chowk,2158.0,23738.0,32.37,30.0,86.32,258.0,Sunday,Afternoon
Karol Bagh,1176.0,14112.0,19.992,34.0,47.04,94.0,Tuesday,Midnight
Pitampura,1860.0,7440.0,27.9,33.0,93.0,186.0,Sunday,Morning
Pitampura,1303.0,13030.0,20.848,36.0,78.18,234.0,Wednesday,Afternoon
Lajpat Nagar,4372.0,65580.0,65.58,16.0,306.04,918.0,Thursday,Morning
Connaught Place,4182.0,37638.0,66.912,26.61385840973997,292.74,585.0,Friday,Evening
Lajpat Nagar,3214.0,19284.0,54.638,24.0,192.84,385.0,Wednesday,Night
Saket,1375.0,13750.0,24.75,35.0,82.5,247.0,Saturday,Midnight
Karol Bagh,4741.0,4741.0,75.856,11.0,331.87,663.0,Saturday,Night
Pitampura,703.0,4921.0,11.248,37.0,35.15,35.0,Wednesday,Afternoon
Karol Bagh,1173.0,11730.0,18.768,36.0,165.9120510894065,140.0,Monday,Midnight
Connaught Place,2547.0,10188.0,40.752,25.0,178.29,356.0,Sunday,Afternoon
Karol Bagh,2131.0,14917.0,36.227,29.0,127.86,127.0,Saturday,Afternoon
Vasant Kunj,3446.0,41352.0,58.582,21.0,241.22,723.0,Thursday,Night
Mayur Vihar,4983.0,15360.0,84.711,10.0,348.81,1046.0,Tuesday,Morning
Dwarka,1254.0,1254.0,18.81,36.0,50.16,150.0,Thursday,Midnight
Karol Bagh,3136.0,40768.0,53.312,22.0,188.16,399.59022556390977,Sunday,Night
Karol Bagh,2664.0,34632.0,45.288,25.0,186.48,372.0,Saturday,Afternoon
Chandni Chowk,2564.7330928764654,3858.0,10.288,37.0,25.72,25.0,Monday,Afternoon
Vasant Kunj,739.0,11085.0,11.085,37.0,36.95,36.0,Tuesday,Afternoon
Connaught Place,4136.0,45496.0,62.04,14.0,330.88,661.0,Tuesday,Morning
Chandni Chowk,925.0,5550.0,13.875,40.0,37.0,74.0,Monday,Afternoon
Mayur Vihar,1401.0,15411.0,22.416,35.0,84.06,84.0,Friday,Midnight
Pitampura,1592.0,14328.0,28.656,32.0,95.52,286.0,Saturday,Morning
Vasant Kunj,4682.0,65548.0,79.594,11.0,327.74,983.0,Friday,Morning
Saket,4350.0,52200.0,73.95,15.0,304.5,399.59022556390977,Wednesday,Morning
Vasant Kunj,2824.0,42360.0,42.36,27.0,169.44,338.0,Sunday,Afternoon
Dwarka,989.0,1978.0,17.802,39.0,39.56,79.0,Tuesday,Afternoon
Saket,2756.0,41340.0,41.34,27.0,165.36,496.0,Sunday,Morning
Chandni Chowk,791.0,4746.0,11.865,39.0,47.46,94.0,Wednesday,Afternoon
Rohini,1255.0,12550.0,22.59,35.0,50.2,150.0,Friday,Afternoon
Lajpat Nagar,1205.0,9640.0,20.485,34.0,48.2,48.0,Thursday,Midnight
Mayur Vihar,2434.0,9736.0,36.51,28.0,97.36,97.0,Sunday,Morning
Karol Bagh,4668.0,60684.0,74.688,13.0,373.44,1120.0,Tuesday,Morning
Saket,4742.0,56904.0,80.614,11.0,379.36,1138.0,Friday,Night
Dwarka,1822.0,1822.0,30.974,32.0,91.1,182.0,Sunday,Morning
Dwarka,1389.0,6945.0,25.002,34.0,69.45,138.0,Saturday,Midnight
Rohini,4503.0,22515.0,76.551,12.0,360.24,720.0,Thursday,Morning
Dwarka,1434.0,21510.0,24.378,35.0,86.04,86.0,Thursday,Midnight
Saket,4066.0,20330.0,65.056,15.0,284.62,853.0,Saturday,Night
Dwarka,3784.0,15136.0,56.76,17.0,227.04,399.59022556390977,Friday,Morning
Rohini,3513.0,10539.0,63.234,20.0,210.78,632.0,Sunday,Night
Rohini,3344.0,36784.0,56.848,23.0,234.08,702.0,Friday,Evening
